Order_ID,Order_Date,Delivery_Date,Product_Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Pct,Revenue,Total_Cost,Profit,Profit_Margin_Pct,Lead_Time_Days,Delivery_Status,Supplier_Name,Supplier_Region,Warehouse_Location,Customer_Segment,Sales_Channel,Inventory_Level,Reorder_Point,Safety_Stock
ORD-00568,2024-07-01,2024-08-07,Antennas,Parabolic Dish 0.6m,100,150.0,320.0,0,32000.0,15000.0,17000.0,53.12,37,On Time,Alcatel-Lucent,Europe,"Chicago, IL",Individual,Direct Sales,492,135,91
ORD-00569,2023-07-23,2023-08-11,SIM Cards,5G SIM eSIM,1,0.5,2.5,0,2.5,0.5,2.0,80.0,19,On Time,Samsung Networks,Asia,"Seattle, WA",Enterprise,Online Portal,149,41,26
ORD-00570,2023-04-24,2023-05-13,Smartphones,OnePlus 13,1,420.0,749.0,0,749.0,420.0,329.0,43.93,19,On Time,ZTE Corp,Asia,"Denver, CO",Individual,Online Portal,35,32,16
ORD-00571,2023-07-27,2023-09-17,Network Equipment,Base Station BTS,2,8500.0,15000.0,0,30000.0,17000.0,13000.0,43.33,52,Delayed,Juniper Networks,North America,"Los Angeles, CA",Government,Value-Added Reseller,103,20,14
ORD-00572,2024-04-18,2024-06-04,Fiber Cables,Single-Mode OS2 1km,50,55.0,120.0,0,6000.0,2750.0,3250.0,54.17,47,On Time,Honor Devices,Asia,"Miami, FL",Individual,Distributor,451,78,32
ORD-00573,2025-01-20,2025-03-21,Antennas,Massive MIMO Array,2,2500.0,4800.0,0,9600.0,5000.0,4600.0,47.92,60,Damaged,Foxconn Telecom,Asia,"Chicago, IL",SME,Value-Added Reseller,357,38,13
ORD-00574,2024-05-20,2024-07-05,Fiber Cables,Single-Mode OS2 1km,1,55.0,120.0,0,120.0,55.0,65.0,54.17,46,On Time,Cobham Wireless,Europe,"Newark, NJ",Enterprise,Online Portal,53,36,20
ORD-00575,2023-12-18,2024-01-26,Fiber Cables,Indoor Patch Cord 3m,1,3.0,8.0,5,7.6,3.0,4.6,60.53,39,On Time,Ericsson AB,Europe,"Dallas, TX",Individual,Distributor,128,23,14
ORD-00576,2025-04-20,2025-05-17,SIM Cards,Roaming SIM Pro,5,1.2,5.0,25,18.75,6.0,12.75,68.0,27,Delayed,Qualcomm Supply,North America,"Seattle, WA",SME,Distributor,429,20,29
ORD-00577,2023-06-07,2023-07-13,Smartphones,iPhone 16,2,550.0,999.0,0,1998.0,1100.0,898.0,44.94,36,On Time,Nokia Solutions,Europe,"Dallas, TX",Enterprise,Retail Partner,17,48,27
ORD-00578,2023-02-23,2023-04-06,Network Equipment,Fiber Optic Terminal,10,600.0,1100.0,0,11000.0,6000.0,5000.0,45.45,42,On Time,Cisco Systems,North America,"Denver, CO",Government,Distributor,193,44,16
ORD-00579,2024-11-27,,Network Equipment,Microwave Link,100,3200.0,5800.0,5,551000.0,320000.0,231000.0,41.92,48,Cancelled,Ericsson AB,Europe,"Atlanta, GA",Government,Online Portal,49,190,31
ORD-00580,2024-02-09,2024-03-17,Antennas,Directional Panel Antenna,1,120.0,280.0,0,280.0,120.0,160.0,57.14,37,On Time,Siemens Networks,Europe,"Chicago, IL",SME,Value-Added Reseller,182,30,15
ORD-00581,2024-01-13,2024-01-21,Smartphones,OnePlus 13,10,420.0,749.0,10,6741.0,4200.0,2541.0,37.69,8,On Time,Nokia Solutions,Europe,"Dallas, TX",Government,Value-Added Reseller,392,39,25
ORD-00582,2023-11-29,2024-01-17,Smartphones,Xiaomi 14 Pro,25,380.0,649.0,0,16225.0,9500.0,6725.0,41.45,49,On Time,Qualcomm Supply,North America,"Newark, NJ",Enterprise,Value-Added Reseller,473,44,14
ORD-00583,2024-09-15,2024-10-30,SIM Cards,IoT M2M SIM,10,0.8,3.0,0,30.0,8.0,22.0,73.33,45,On Time,Alcatel-Lucent,Europe,"Dallas, TX",Government,Direct Sales,119,36,28
ORD-00584,2024-09-26,2024-10-13,Antennas,Omni 5G Antenna,1,80.0,190.0,0,190.0,80.0,110.0,57.89,17,On Time,ZTE Corp,Asia,"Chicago, IL",Individual,Online Portal,151,26,14
ORD-00585,2024-10-21,2024-11-21,Fiber Cables,Multi-Mode OM4 1km,10,40.0,95.0,25,712.5,400.0,312.5,43.86,31,Delayed,Siemens Networks,Europe,"Los Angeles, CA",Government,Retail Partner,117,47,20
ORD-00586,2024-03-28,2024-05-11,SIM Cards,IoT M2M SIM,1,0.8,3.0,10,2.7,0.8,1.9,70.37,44,On Time,Qualcomm Supply,North America,"Denver, CO",Government,Online Portal,251,22,16
ORD-00587,2023-03-22,2023-05-02,Smartphones,iPhone 16,100,550.0,999.0,10,89910.0,55000.0,34910.0,38.83,41,Delayed,Corning Optical,North America,"Chicago, IL",SME,Value-Added Reseller,84,70,41
ORD-00588,2024-01-04,2024-02-09,Fiber Cables,Multi-Mode OM4 1km,10,40.0,95.0,25,712.5,400.0,312.5,43.86,36,On Time,Nokia Solutions,Europe,"Newark, NJ",Individual,Direct Sales,258,39,23
ORD-00589,2024-09-01,2024-10-29,Batteries & Power,Tower Power Cabinet,25,1800.0,3200.0,0,80000.0,45000.0,35000.0,43.75,58,Delayed,Foxconn Telecom,Asia,"Denver, CO",Enterprise,Retail Partner,194,34,19
ORD-00590,2023-06-08,2023-07-28,Fiber Cables,Armored Drop Cable,2,25.0,60.0,0,120.0,50.0,70.0,58.33,50,Damaged,ZTE Corp,Asia,"Los Angeles, CA",Individual,Online Portal,371,31,25
ORD-00591,2023-03-14,2023-05-02,Fiber Cables,Indoor Patch Cord 3m,200,3.0,8.0,0,1600.0,600.0,1000.0,62.5,49,Damaged,Alcatel-Lucent,Europe,"Seattle, WA",Government,Value-Added Reseller,198,243,75
ORD-00592,2025-01-23,2025-02-09,Batteries & Power,Small Cell UPS,5,450.0,820.0,0,4100.0,2250.0,1850.0,45.12,17,On Time,CommScope Inc,North America,"Atlanta, GA",Individual,Distributor,17,49,21
ORD-00593,2023-09-11,2023-11-06,Antennas,Omni 5G Antenna,10,80.0,190.0,0,1900.0,800.0,1100.0,57.89,56,On Time,Cobham Wireless,Europe,"Seattle, WA",SME,Retail Partner,394,22,30
ORD-00594,2025-04-29,2025-06-13,Antennas,DAS Indoor Antenna,2,35.0,85.0,0,170.0,70.0,100.0,58.82,45,On Time,Honor Devices,Asia,"Chicago, IL",Individual,Online Portal,272,41,22
ORD-00595,2023-10-03,2023-10-25,Routers & Gateways,Industrial IoT Gateway,25,180.0,390.0,0,9750.0,4500.0,5250.0,53.85,22,On Time,Cisco Systems,North America,"Dallas, TX",Government,Online Portal,157,20,15
ORD-00596,2023-06-30,2023-07-25,Batteries & Power,Solar Panel 500W,1,400.0,720.0,20,576.0,400.0,176.0,30.56,25,On Time,Juniper Networks,North America,"Newark, NJ",Individual,Online Portal,68,26,25
ORD-00597,2025-04-08,2025-05-07,Network Equipment,Edge Router CR-5,200,2100.0,3800.0,0,760000.0,420000.0,340000.0,44.74,29,On Time,Huawei Tech,Asia,"Chicago, IL",Enterprise,Online Portal,111,345,52
ORD-00598,2024-11-19,2024-11-28,Smartphones,Pixel 9 Pro,1,500.0,899.0,5,854.05,500.0,354.05,41.46,9,On Time,Ericsson AB,Europe,"Chicago, IL",Individual,Distributor,384,50,10
ORD-00599,2024-04-29,2024-06-10,Antennas,Parabolic Dish 0.6m,25,150.0,320.0,10,7200.0,3750.0,3450.0,47.92,42,On Time,Cisco Systems,North America,"Denver, CO",Government,Distributor,349,48,20
ORD-00600,2025-04-05,2025-05-06,SIM Cards,IoT M2M SIM,200,0.8,3.0,0,600.0,160.0,440.0,73.33,31,Damaged,Cobham Wireless,Europe,"Atlanta, GA",Government,Retail Partner,142,33,164
ORD-00601,2024-02-28,2024-04-18,Smartphones,Xiaomi 14 Pro,2,380.0,649.0,0,1298.0,760.0,538.0,41.45,50,On Time,ZTE Corp,Asia,"Seattle, WA",Individual,Value-Added Reseller,326,50,20
ORD-00602,2024-05-11,2024-06-12,Smartphones,Pixel 9 Pro,50,500.0,899.0,0,44950.0,25000.0,19950.0,44.38,32,Delayed,CommScope Inc,North America,"Seattle, WA",SME,Value-Added Reseller,178,74,40
ORD-00603,2025-03-26,2025-05-01,Antennas,Omni 5G Antenna,25,80.0,190.0,10,4275.0,2000.0,2275.0,53.22,36,Delayed,Qualcomm Supply,North America,"Atlanta, GA",SME,Distributor,447,34,15
ORD-00604,2024-03-21,2024-04-12,Fiber Cables,Single-Mode OS2 1km,5,55.0,120.0,0,600.0,275.0,325.0,54.17,22,On Time,Huawei Tech,Asia,"Los Angeles, CA",Enterprise,Direct Sales,368,28,25
ORD-00605,2024-08-12,2024-10-04,Antennas,Omni 5G Antenna,10,80.0,190.0,0,1900.0,800.0,1100.0,57.89,53,On Time,Juniper Networks,North America,"Dallas, TX",Government,Online Portal,466,42,22
ORD-00606,2023-03-31,2023-04-30,Antennas,Parabolic Dish 0.6m,200,150.0,320.0,0,64000.0,30000.0,34000.0,53.12,30,On Time,Huawei Tech,Asia,"Newark, NJ",Enterprise,Retail Partner,192,79,156
ORD-00607,2024-07-02,2024-07-24,SIM Cards,IoT M2M SIM,50,0.8,3.0,0,150.0,40.0,110.0,73.33,22,On Time,Cisco Systems,North America,"Newark, NJ",Enterprise,Value-Added Reseller,216,60,33
ORD-00608,2025-05-22,2025-07-15,Batteries & Power,Tower Power Cabinet,5,1800.0,3200.0,0,16000.0,9000.0,7000.0,43.75,54,Delayed,Samsung Networks,Asia,"Denver, CO",Enterprise,Value-Added Reseller,428,27,25
ORD-00609,2025-05-18,2025-08-01,Antennas,DAS Indoor Antenna,1,35.0,85.0,5,80.75,35.0,45.75,56.66,75,Delayed,CommScope Inc,North America,"Newark, NJ",Enterprise,Retail Partner,149,42,22
ORD-00610,2025-01-14,2025-02-10,Smartphones,Pixel 9 Pro,1,500.0,899.0,0,899.0,500.0,399.0,44.38,27,On Time,Qualcomm Supply,North America,"Atlanta, GA",SME,Distributor,417,41,15
ORD-00611,2024-06-24,2024-08-04,Smartphones,Xiaomi 14 Pro,2,380.0,649.0,0,1298.0,760.0,538.0,41.45,41,Delayed,Siemens Networks,Europe,"Denver, CO",Individual,Direct Sales,201,23,14
ORD-00612,2023-10-26,2023-11-08,SIM Cards,Enterprise Multi-IMSI,50,2.0,8.0,15,340.0,100.0,240.0,70.59,13,On Time,Nokia Solutions,Europe,"Los Angeles, CA",Individual,Distributor,383,45,10
ORD-00613,2023-04-09,,SIM Cards,Enterprise Multi-IMSI,1,2.0,8.0,0,8.0,2.0,6.0,75.0,32,Cancelled,Foxconn Telecom,Asia,"Denver, CO",SME,Direct Sales,60,36,30
ORD-00614,2024-05-15,2024-06-25,SIM Cards,Enterprise Multi-IMSI,2,2.0,8.0,20,12.8,4.0,8.8,68.75,41,Delayed,Samsung Networks,Asia,"Dallas, TX",SME,Distributor,397,42,12
ORD-00615,2023-04-30,2023-05-30,Batteries & Power,Solar Panel 500W,50,400.0,720.0,0,36000.0,20000.0,16000.0,44.44,30,Delayed,Alcatel-Lucent,Europe,"Miami, FL",Enterprise,Direct Sales,115,22,47
ORD-00616,2024-10-22,2024-11-27,Routers & Gateways,Enterprise Core Router,5,2800.0,5200.0,0,26000.0,14000.0,12000.0,46.15,36,On Time,Honor Devices,Asia,"Los Angeles, CA",Individual,Distributor,50,30,12
ORD-00617,2025-05-07,2025-07-16,Antennas,Parabolic Dish 0.6m,1,150.0,320.0,0,320.0,150.0,170.0,53.12,70,Delayed,Foxconn Telecom,Asia,"Seattle, WA",Enterprise,Value-Added Reseller,92,47,29
ORD-00618,2023-07-31,2023-09-20,Antennas,Directional Panel Antenna,1,120.0,280.0,0,280.0,120.0,160.0,57.14,51,On Time,Ericsson AB,Europe,"Atlanta, GA",SME,Value-Added Reseller,435,44,11
ORD-00619,2023-11-04,2023-11-28,Smartphones,Galaxy S24,5,450.0,799.0,0,3995.0,2250.0,1745.0,43.68,24,Damaged,Qualcomm Supply,North America,"Denver, CO",Enterprise,Online Portal,337,37,24
ORD-00620,2023-08-31,2023-09-05,Network Equipment,Edge Router CR-5,5,2100.0,3800.0,15,16150.0,10500.0,5650.0,34.98,5,On Time,Corning Optical,North America,"Chicago, IL",Enterprise,Direct Sales,426,26,14
ORD-00621,2023-09-19,2023-11-09,Routers & Gateways,Enterprise Core Router,1,2800.0,5200.0,0,5200.0,2800.0,2400.0,46.15,51,Damaged,Honor Devices,Asia,"Denver, CO",Enterprise,Value-Added Reseller,233,22,18
ORD-00622,2024-11-04,2025-01-22,Antennas,DAS Indoor Antenna,200,35.0,85.0,10,15300.0,7000.0,8300.0,54.25,79,Delayed,ZTE Corp,Asia,"Chicago, IL",Government,Value-Added Reseller,444,214,16
ORD-00623,2024-10-17,2024-11-26,Routers & Gateways,WiFi 7 Mesh Router,1,60.0,150.0,5,142.5,60.0,82.5,57.89,40,Damaged,Corning Optical,North America,"Denver, CO",Enterprise,Retail Partner,139,24,17
ORD-00624,2024-06-23,2024-07-26,SIM Cards,5G SIM eSIM,1,0.5,2.5,0,2.5,0.5,2.0,80.0,33,On Time,Foxconn Telecom,Asia,"Dallas, TX",Enterprise,Online Portal,358,38,19
ORD-00625,2025-04-05,2025-05-29,Routers & Gateways,Industrial IoT Gateway,10,180.0,390.0,0,3900.0,1800.0,2100.0,53.85,54,On Time,ZTE Corp,Asia,"Denver, CO",SME,Retail Partner,65,28,10
ORD-00626,2024-12-25,2025-02-11,Antennas,Parabolic Dish 0.6m,10,150.0,320.0,0,3200.0,1500.0,1700.0,53.12,48,On Time,Foxconn Telecom,Asia,"Newark, NJ",Enterprise,Retail Partner,224,31,24
ORD-00627,2024-02-21,2024-03-22,Routers & Gateways,Industrial IoT Gateway,2,180.0,390.0,0,780.0,360.0,420.0,53.85,30,On Time,Qualcomm Supply,North America,"Newark, NJ",Enterprise,Retail Partner,40,22,17
ORD-00628,2025-01-18,2025-01-28,Smartphones,iPhone 16,5,550.0,999.0,15,4245.75,2750.0,1495.75,35.23,10,On Time,Juniper Networks,North America,"Atlanta, GA",Individual,Value-Added Reseller,263,41,27
ORD-00629,2025-01-26,2025-03-31,Antennas,Omni 5G Antenna,2,80.0,190.0,0,380.0,160.0,220.0,57.89,64,On Time,Cisco Systems,North America,"Denver, CO",Government,Online Portal,310,34,15
ORD-00630,2024-05-22,2024-07-04,Antennas,Parabolic Dish 0.6m,100,150.0,320.0,15,27200.0,15000.0,12200.0,44.85,43,On Time,Honor Devices,Asia,"Miami, FL",Enterprise,Distributor,347,83,79
ORD-00631,2023-11-09,2023-12-31,Batteries & Power,Lithium Backup 48V,2,320.0,580.0,0,1160.0,640.0,520.0,44.83,52,Delayed,Nokia Solutions,Europe,"Atlanta, GA",Individual,Online Portal,478,34,29
ORD-00632,2023-12-25,2024-01-10,Batteries & Power,Solar Panel 500W,1,400.0,720.0,20,576.0,400.0,176.0,30.56,16,On Time,Siemens Networks,Europe,"Miami, FL",Enterprise,Direct Sales,251,26,12
ORD-00633,2024-04-26,2024-05-30,Routers & Gateways,Enterprise Core Router,100,2800.0,5200.0,0,520000.0,280000.0,240000.0,46.15,34,On Time,Ericsson AB,Europe,"Los Angeles, CA",Government,Online Portal,456,66,78
ORD-00634,2023-01-06,2023-02-03,Batteries & Power,Small Cell UPS,1,450.0,820.0,0,820.0,450.0,370.0,45.12,28,On Time,Nokia Solutions,Europe,"Los Angeles, CA",Government,Distributor,20,24,22
ORD-00635,2024-07-17,2024-09-05,Fiber Cables,Armored Drop Cable,100,25.0,60.0,10,5400.0,2500.0,2900.0,53.7,50,On Time,Siemens Networks,Europe,"Dallas, TX",Individual,Distributor,391,122,74
ORD-00636,2023-01-14,2023-04-03,Antennas,DAS Indoor Antenna,1,35.0,85.0,0,85.0,35.0,50.0,58.82,79,Delayed,Huawei Tech,Asia,"Los Angeles, CA",Government,Value-Added Reseller,499,39,10
ORD-00637,2023-10-15,2023-11-20,Fiber Cables,Indoor Patch Cord 3m,2,3.0,8.0,0,16.0,6.0,10.0,62.5,36,Delayed,Nokia Solutions,Europe,"Los Angeles, CA",SME,Online Portal,101,35,13
ORD-00638,2024-02-15,2024-03-20,Antennas,Parabolic Dish 0.6m,10,150.0,320.0,25,2400.0,1500.0,900.0,37.5,34,Damaged,Qualcomm Supply,North America,"Chicago, IL",Enterprise,Online Portal,9,39,16
ORD-00639,2024-05-05,2024-05-16,Smartphones,Galaxy S24,2,450.0,799.0,0,1598.0,900.0,698.0,43.68,11,On Time,Qualcomm Supply,North America,"Chicago, IL",Government,Distributor,26,29,13
ORD-00640,2023-02-11,2023-03-02,SIM Cards,Prepaid SIM Kit,2,0.3,1.5,0,3.0,0.6,2.4,80.0,19,Delayed,Nokia Solutions,Europe,"Miami, FL",Enterprise,Online Portal,146,35,18
ORD-00641,2024-11-16,2024-11-25,Routers & Gateways,Home Gateway HG-1,2,25.0,65.0,20,104.0,50.0,54.0,51.92,9,On Time,Siemens Networks,Europe,"Newark, NJ",Enterprise,Direct Sales,414,31,28
ORD-00642,2023-05-14,,Routers & Gateways,Enterprise Core Router,2,2800.0,5200.0,0,10400.0,5600.0,4800.0,46.15,51,Cancelled,Honor Devices,Asia,"Denver, CO",Enterprise,Direct Sales,452,40,16
ORD-00643,2024-06-30,2024-07-11,Network Equipment,Fiber Optic Terminal,100,600.0,1100.0,25,82500.0,60000.0,22500.0,27.27,11,On Time,CommScope Inc,North America,"Newark, NJ",Individual,Online Portal,98,127,80
ORD-00644,2024-03-22,2024-04-05,Antennas,Massive MIMO Array,100,2500.0,4800.0,0,480000.0,250000.0,230000.0,47.92,14,On Time,CommScope Inc,North America,"Miami, FL",Individual,Direct Sales,487,148,12
ORD-00645,2024-05-21,2024-07-17,Network Equipment,Edge Router CR-5,2,2100.0,3800.0,0,7600.0,4200.0,3400.0,44.74,57,Damaged,Ericsson AB,Europe,"Atlanta, GA",SME,Distributor,84,34,26
ORD-00646,2024-08-08,2024-09-15,Fiber Cables,ADSS Cable 1km,25,70.0,150.0,0,3750.0,1750.0,2000.0,53.33,38,On Time,Nokia Solutions,Europe,"Los Angeles, CA",Enterprise,Online Portal,257,42,26
ORD-00647,2024-06-30,2024-07-14,SIM Cards,Prepaid SIM Kit,50,0.3,1.5,15,63.75,15.0,48.75,76.47,14,On Time,Cisco Systems,North America,"Los Angeles, CA",SME,Direct Sales,75,55,18
ORD-00648,2024-01-13,,SIM Cards,5G SIM eSIM,10,0.5,2.5,10,22.5,5.0,17.5,77.78,24,Cancelled,Cisco Systems,North America,"Atlanta, GA",Government,Value-Added Reseller,452,37,18
ORD-00649,2025-01-18,2025-02-18,Antennas,Directional Panel Antenna,2,120.0,280.0,0,560.0,240.0,320.0,57.14,31,On Time,Ericsson AB,Europe,"Atlanta, GA",Government,Online Portal,444,44,28
ORD-00650,2023-10-03,2023-10-18,Smartphones,OnePlus 13,200,420.0,749.0,25,112350.0,84000.0,28350.0,25.23,15,On Time,Qualcomm Supply,North America,"Seattle, WA",SME,Retail Partner,404,99,124
ORD-00651,2025-04-15,2025-05-04,Network Equipment,Fiber Optic Terminal,2,600.0,1100.0,0,2200.0,1200.0,1000.0,45.45,19,On Time,Foxconn Telecom,Asia,"Los Angeles, CA",Individual,Online Portal,482,43,15
ORD-00652,2023-03-15,,Antennas,Massive MIMO Array,1,2500.0,4800.0,10,4320.0,2500.0,1820.0,42.13,48,Cancelled,Cobham Wireless,Europe,"Chicago, IL",Enterprise,Online Portal,51,43,26
ORD-00653,2023-09-12,2023-10-23,Network Equipment,5G Small Cell,10,1200.0,2200.0,0,22000.0,12000.0,10000.0,45.45,41,Damaged,Samsung Networks,Asia,"Atlanta, GA",Enterprise,Online Portal,6,45,10
ORD-00654,2025-02-16,2025-04-05,Batteries & Power,Lithium Backup 48V,5,320.0,580.0,0,2900.0,1600.0,1300.0,44.83,48,Damaged,Cisco Systems,North America,"Chicago, IL",SME,Distributor,157,30,25
ORD-00655,2023-04-16,2023-05-21,Network Equipment,Base Station BTS,1,8500.0,15000.0,0,15000.0,8500.0,6500.0,43.33,35,On Time,Corning Optical,North America,"Dallas, TX",Enterprise,Direct Sales,428,33,14
ORD-00656,2024-12-04,2024-12-23,Smartphones,iPhone 16,1,550.0,999.0,0,999.0,550.0,449.0,44.94,19,On Time,ZTE Corp,Asia,"Newark, NJ",SME,Distributor,56,27,13
ORD-00657,2024-06-27,2024-08-01,SIM Cards,Prepaid SIM Kit,1,0.3,1.5,15,1.27,0.3,0.97,76.38,35,Delayed,Samsung Networks,Asia,"Los Angeles, CA",SME,Distributor,457,41,19
ORD-00658,2025-06-01,2025-06-14,Routers & Gateways,Industrial IoT Gateway,2,180.0,390.0,20,624.0,360.0,264.0,42.31,13,On Time,CommScope Inc,North America,"Newark, NJ",Enterprise,Direct Sales,228,43,25
ORD-00659,2023-05-11,2023-06-01,Batteries & Power,Lithium Backup 48V,1,320.0,580.0,0,580.0,320.0,260.0,44.83,21,On Time,CommScope Inc,North America,"Los Angeles, CA",Enterprise,Retail Partner,163,35,23
ORD-00660,2024-05-24,2024-07-22,Fiber Cables,Indoor Patch Cord 3m,10,3.0,8.0,0,80.0,30.0,50.0,62.5,59,On Time,Huawei Tech,Asia,"Denver, CO",Individual,Value-Added Reseller,420,27,22
ORD-00661,2023-01-03,,Smartphones,Xiaomi 14 Pro,10,380.0,649.0,0,6490.0,3800.0,2690.0,41.45,15,Cancelled,Qualcomm Supply,North America,"Dallas, TX",SME,Retail Partner,8,31,27
ORD-00662,2025-05-05,2025-06-24,Fiber Cables,Multi-Mode OM4 1km,100,40.0,95.0,15,8075.0,4000.0,4075.0,50.46,50,On Time,Nokia Solutions,Europe,"Newark, NJ",Individual,Online Portal,114,34,27
ORD-00663,2025-05-07,2025-06-20,Smartphones,iPhone 16,2,550.0,999.0,20,1598.4,1100.0,498.4,31.18,44,On Time,Ericsson AB,Europe,"Dallas, TX",Enterprise,Distributor,72,22,17
ORD-00664,2024-12-16,2025-01-16,Smartphones,Galaxy S24,5,450.0,799.0,0,3995.0,2250.0,1745.0,43.68,31,On Time,Huawei Tech,Asia,"Seattle, WA",SME,Value-Added Reseller,172,34,30
ORD-00665,2025-05-02,2025-06-20,Antennas,Omni 5G Antenna,2,80.0,190.0,5,361.0,160.0,201.0,55.68,49,On Time,Qualcomm Supply,North America,"Los Angeles, CA",Enterprise,Distributor,424,28,28
ORD-00666,2025-01-30,2025-02-23,Routers & Gateways,Industrial IoT Gateway,10,180.0,390.0,0,3900.0,1800.0,2100.0,53.85,24,On Time,ZTE Corp,Asia,"Dallas, TX",Individual,Online Portal,112,32,15
ORD-00667,2023-02-25,2023-03-26,Batteries & Power,Battery Rack 48V 100Ah,10,900.0,1600.0,20,12800.0,9000.0,3800.0,29.69,29,On Time,Siemens Networks,Europe,"Denver, CO",Individual,Online Portal,55,23,12
ORD-00668,2024-09-03,2024-09-11,SIM Cards,Enterprise Multi-IMSI,25,2.0,8.0,10,180.0,50.0,130.0,72.22,8,On Time,Nokia Solutions,Europe,"Dallas, TX",Enterprise,Online Portal,326,49,11
ORD-00669,2023-11-19,2023-12-21,Network Equipment,Microwave Link,1,3200.0,5800.0,0,5800.0,3200.0,2600.0,44.83,32,Delayed,Honor Devices,Asia,"Seattle, WA",Enterprise,Direct Sales,256,26,20
ORD-00670,2023-04-14,2023-05-25,Batteries & Power,Solar Panel 500W,25,400.0,720.0,0,18000.0,10000.0,8000.0,44.44,41,Delayed,Cisco Systems,North America,"Miami, FL",Individual,Value-Added Reseller,12,38,22
ORD-00671,2023-08-09,2023-11-09,Fiber Cables,ADSS Cable 1km,50,70.0,150.0,10,6750.0,3500.0,3250.0,48.15,92,Delayed,Foxconn Telecom,Asia,"Dallas, TX",Enterprise,Online Portal,264,97,43
ORD-00672,2023-09-02,2023-09-28,Batteries & Power,Small Cell UPS,2,450.0,820.0,15,1394.0,900.0,494.0,35.44,26,On Time,Cobham Wireless,Europe,"Denver, CO",Enterprise,Distributor,78,38,30
ORD-00673,2023-11-18,2023-12-12,Fiber Cables,Single-Mode OS2 1km,25,55.0,120.0,15,2550.0,1375.0,1175.0,46.08,24,On Time,Cisco Systems,North America,"Seattle, WA",Enterprise,Distributor,295,31,21
ORD-00674,2023-05-07,2023-06-18,Smartphones,Galaxy S24,1,450.0,799.0,0,799.0,450.0,349.0,43.68,42,On Time,Alcatel-Lucent,Europe,"Newark, NJ",Individual,Online Portal,439,29,22
ORD-00675,2024-11-29,2025-02-04,Fiber Cables,ADSS Cable 1km,100,70.0,150.0,15,12750.0,7000.0,5750.0,45.1,67,Damaged,Corning Optical,North America,"Miami, FL",Government,Direct Sales,21,178,92
ORD-00676,2024-08-06,2024-09-06,Smartphones,iPhone 16,10,550.0,999.0,0,9990.0,5500.0,4490.0,44.94,31,On Time,Samsung Networks,Asia,"Newark, NJ",Individual,Online Portal,447,34,12
ORD-00677,2024-02-11,2024-03-09,SIM Cards,Roaming SIM Pro,5,1.2,5.0,0,25.0,6.0,19.0,76.0,27,On Time,Ericsson AB,Europe,"Dallas, TX",SME,Direct Sales,162,30,29
ORD-00678,2023-05-30,2023-07-22,Fiber Cables,Multi-Mode OM4 1km,10,40.0,95.0,0,950.0,400.0,550.0,57.89,53,On Time,Alcatel-Lucent,Europe,"Atlanta, GA",SME,Distributor,307,44,22
ORD-00679,2023-10-04,2023-10-29,Smartphones,Pixel 9 Pro,25,500.0,899.0,0,22475.0,12500.0,9975.0,44.38,25,On Time,Samsung Networks,Asia,"Chicago, IL",Enterprise,Distributor,140,32,12
ORD-00680,2024-03-14,2024-04-06,SIM Cards,Roaming SIM Pro,50,1.2,5.0,0,250.0,60.0,190.0,76.0,23,On Time,CommScope Inc,North America,"Los Angeles, CA",Enterprise,Direct Sales,482,73,40
ORD-00681,2025-03-12,2025-05-14,Fiber Cables,ADSS Cable 1km,10,70.0,150.0,20,1200.0,700.0,500.0,41.67,63,Delayed,Cobham Wireless,Europe,"Denver, CO",Enterprise,Value-Added Reseller,165,41,20
ORD-00682,2024-06-17,,Smartphones,iPhone 16,100,550.0,999.0,0,99900.0,55000.0,44900.0,44.94,6,Cancelled,Siemens Networks,Europe,"Dallas, TX",Individual,Retail Partner,438,52,91
ORD-00683,2023-12-23,,Fiber Cables,ADSS Cable 1km,1,70.0,150.0,10,135.0,70.0,65.0,48.15,28,Cancelled,Cobham Wireless,Europe,"Los Angeles, CA",Individual,Online Portal,189,46,21
ORD-00684,2023-12-27,2024-01-29,Smartphones,Pixel 9 Pro,100,500.0,899.0,0,89900.0,50000.0,39900.0,44.38,33,On Time,Foxconn Telecom,Asia,"Seattle, WA",Individual,Distributor,391,105,24
ORD-00685,2025-05-15,2025-07-07,Network Equipment,Fiber Optic Terminal,2,600.0,1100.0,25,1650.0,1200.0,450.0,27.27,53,On Time,Honor Devices,Asia,"Denver, CO",Individual,Retail Partner,359,39,13
ORD-00686,2024-08-18,2024-09-09,Smartphones,Galaxy S24,1,450.0,799.0,20,639.2,450.0,189.2,29.6,22,Damaged,Foxconn Telecom,Asia,"Dallas, TX",Individual,Value-Added Reseller,114,44,24
ORD-00687,2023-01-08,2023-02-08,Routers & Gateways,SD-WAN Appliance,1,400.0,850.0,0,850.0,400.0,450.0,52.94,31,On Time,ZTE Corp,Asia,"Seattle, WA",Individual,Distributor,137,48,18
ORD-00688,2025-05-10,2025-06-22,SIM Cards,Roaming SIM Pro,10,1.2,5.0,20,40.0,12.0,28.0,70.0,43,On Time,Samsung Networks,Asia,"Atlanta, GA",SME,Retail Partner,491,38,23
ORD-00689,2025-01-15,2025-02-27,Network Equipment,Edge Router CR-5,500,2100.0,3800.0,20,1520000.0,1050000.0,470000.0,30.92,43,Damaged,Honor Devices,Asia,"Denver, CO",SME,Distributor,324,467,128
